dimension_id,KEY,NAME,parent_key,C_UNIT_,ISCALCULATED,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_DE_MISE___JOUR,C_VISIBILIT_,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ6953469,27983279,Répartition de la population par tranche d'âge,,Nombre,,Répartition de la population par tranche d'âge,,Institut National de la Statistique,08/02/2016 10:03:00,True,,
