dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_OF_UPDATE,VISIBILITY,ISCALCULATED,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ4847919,27741049,Possession des moyens de confort et de loisirs,,,Possession des moyens de confort et de loisirs,,,05/03/2015 11:36:00,"1, 2",,,
