dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_DESCRIPTION,C_CODER,C_NOMENCLATURE
OBJ5052859,27798249,Total,,,,Var 202,
OBJ5052859,27798289,Logement traditionnel et équivalent,,,,Var 202,
OBJ5052859,27798269,Logement ou étage jumelé,,,,Var 202,
OBJ5052859,27798299,Villa ou étage de villa,,,,Var 202,
OBJ5052859,27798259,Appartement,,,,Var 202,
OBJ5052859,27798309,Studio,,,,Var 202,
OBJ5052859,27798279,Logement rudimentaire,,,,Var 202,
