dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_CODE,C_VISIBILIT_
OBJ10027489,28528759,Total,,,_T,False
OBJ10027489,28528769,Néant,,,N,False
OBJ10027489,28528779,Primaire,,,P,False
OBJ10027489,28528789,Secondaire,,,S,False
OBJ10027489,28528799,Supérieur,,,SU,False
OBJ10027489,28528809,Non déclarés,,,_Z,False
