dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,DESCRIPTION,ISCALCULATED,C_SOURCE,VISIBILITY,C_COMMENTAIRE,C_M_THODOLOGIE,C_DATE_DE_MISE___JOUR
OBJ5052839,27798209,Raccordement des logement,,"Institut National de la Statistique, Recensement général de la population et de l'Habitat 2014",Raccordement des logement,,,,"1, 2",,Nombre,31/03/2015 07:23:17
