dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_OF_UPDATE,VISIBILITY,ISCALCULATED,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ4847649,27740839,Sources d'énergie des ménages,,,Sources d'énergie des ménages,,,03/05/2015 12:00:00,"1, 2",,,
