dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ5156319,27862989,Total,,,Var 501,,
OBJ5156319,27862999,Masculin,,,Var 501,,
OBJ5156319,27863009,Féminin,,,Var 501,,
