dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ5156299,27862349,Total,,,Var 505,,
OBJ5156299,27862359,Célibataire,,,Var 505,,
OBJ5156299,27862369,Marié,,,Var 505,,
OBJ5156299,27862379,Divorcé,,,Var 505,,
OBJ5156299,27862389,Veuf,,,Var 505,,
OBJ5156299,27862399,Non déclaré,,,Var 505,,
