dimension_id,KEY,NAME,parent_key,FULLNAME,C_COMMENTAIRE,DESCRIPTION,C_DATE_DE_MISE___JOUR,C_M_THODOLOGIE,ISCALCULATED,VISIBILITY
OBJ5259079,27916909,Formation Brute de Capital Fixe,,Formation Brute de Capital Fixe,,,05/04/2015 13:44:00,,,"1, 2"
OBJ5259079,27916919,Formation Brute de Capital Fixe des entreprises,,Formation Brute de Capital Fixe des entreprises,,,05/04/2015 13:44:00,,,"1, 2"
