dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_DESCRIPTION,C_CODER,C_NOMENCLATURE
OBJ5156629,27868289,Total,,,,Var 202,
OBJ5156629,27868299,Logement traditionnel et equivalent,,,,Var 202,
OBJ5156629,27868309,Logement ou étage jumelé,,,,Var 202,
OBJ5156629,27868319,Villa ou étage villa,,,,Var 202,
OBJ5156629,27868329,Appartement,,,,Var 202,
OBJ5156629,27868339,Studio,,,,Var 202,
OBJ5156629,27868349,Logement rudimentaire,,,,Var 202,
