dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ4847749,27741619,Total,,,var 107,,
OBJ4847749,27741599,Communal,,,var 107,,
OBJ4847749,27741609,Non-Communal,,,var 107,,
