dimension_id,KEY,NAME,parent_key,C_UNIT_,ISCALCULATED,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_DE_MISE___JOUR,VISIBILITY,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ6957369,27989679,Répartition de la population agée de 10 ans et plus selon le niveau d'instruction,,Nombre,,Répartition de la population agée de 10 ans et plus selon le niveau d'instruction en 2014,,Institut National de la Statistique,,"1, 2",,
