dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_NOMENCLATURE,ISCALCULATED
OBJ5258249,27872029,Total,,,,
OBJ5258249,27872039,Communal,,,,
OBJ5258249,27872049,Non communal,,,,
