dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_CODE
OBJ7279029,28166399,Graine de courge et de tournesol,28166359,,1355
OBJ7279029,28166409,Graines de maïs grillé,28166359,,1356
OBJ7279029,28166419,Jeljlan,28166359,,1357
OBJ7279029,28166429,Zgougou,28166359,,1359
OBJ7279029,28166439,Autres graines et noix (et dépense ventilées),28166359,,1361
OBJ7279029,28166449,FRUITS EN CONSERVE,28166359,,
OBJ7279029,28166459,VIANDES ET VOLAILLES,28164559,,
OBJ7279029,28166469,VIANDE OVINE,28166459,,1401
OBJ7279029,28166479,Viande de mouton,28166469,,1402
OBJ7279029,28166489,Tête et pattes  de mouton,28166469,,1403
OBJ7279029,28166499,Mouton vivant,28166469,,
OBJ7279029,28166509,VIANDE BOVINE,28166459,,1411
OBJ7279029,28166519,Viande bovine avec os,28166509,,1412
OBJ7279029,28166529,Viande bovine sans os,28166509,,1413
OBJ7279029,28166539,Viande de tête et pattes de  bovin,28166509,,1414
OBJ7279029,28166549,Veau ou bœuf vivant,28166509,,1415
OBJ7279029,28166559,Os de bœuf,28166509,,1419
OBJ7279029,28166569,Viande bovine sans indication,28166509,,
OBJ7279029,28166579,VIANDE DE CAPRIN,28166459,,1421
OBJ7279029,28166589,Viande de caprin,28166579,,1422
OBJ7279029,28166599,Tête et pattes de caprin,28166579,,1423
OBJ7279029,28166609,Chèvre ou chevreau vivant,28166579,,
OBJ7279029,28166619,VIANDE DE CHAMEAU,28166459,,1431
OBJ7279029,28166629,Viande de chameau,28166619,,1432
OBJ7279029,28166639,Viande de tête de chameau,28166619,,1433
OBJ7279029,28166649,Chameau vivant,28166619,,
OBJ7279029,28166659,TRIPES,28166459,,1441
OBJ7279029,28166669,Tripes de mouton,28166659,,1442
OBJ7279029,28166679,Tripes de bœuf,28166659,,1443
OBJ7279029,28166689,Tripes de caprin,28166659,,1444
OBJ7279029,28166699,Tripes de chameau,28166659,,1445
OBJ7279029,28166709,Daouara de mouton,28166659,,1446
OBJ7279029,28166719,Daouara de caprin,28166659,,1447
OBJ7279029,28166729,Daouara sans indications,28166659,,1449
OBJ7279029,28166739,Autres (langue…),28166659,,
OBJ7279029,28166749,FOIE ET VISCERES,28166459,,1451
OBJ7279029,28166759,Foie de mouton,28166749,,1452
OBJ7279029,28166769,Foie de bœuf,28166749,,1453
OBJ7279029,28166779,Foie de caprin,28166749,,1454
OBJ7279029,28166789,Foie de chameau,28166749,,1455
OBJ7279029,28166799,"Rognon, rognon blanc, cervelle",28166749,,
OBJ7279029,28166809,"VIANDE HACHEE,  MERGUEZ ET SALAMI",28166459,,1461
OBJ7279029,28166819,Viande hachée bovine,28166809,,1462
OBJ7279029,28166829,Merguez,28166809,,1463
OBJ7279029,28166839,Salami de bœuf,28166809,,
OBJ7279029,28166849,VOLAILLES ET GIBIERS,28166459,,1471
OBJ7279029,28166859,Poulet vif,28166849,,1472
OBJ7279029,28166869,Poulet éplumé,28166849,,1473
OBJ7279029,28166879,Viande de poulet en détail (foie de poulet…),28166849,,1474
OBJ7279029,28166889,Dindon vif,28166849,,1475
OBJ7279029,28166899,Escalope de dinde,28166849,,1476
OBJ7279029,28166909,"Autre viande de dinde (salami, quika...)",28166849,,1477
OBJ7279029,28166919,Viande d’autruche,28166849,,1478
OBJ7279029,28166929,Lapin,28166849,,1479
OBJ7279029,28166939,"Autres volailles et gibiers (perdrix , alouette, caille, tourterelle…)",28166849,,
OBJ7279029,28166949,VIANDE CHEVALINE ET PORCINE,28166459,,1481
OBJ7279029,28166959,Viande  chevaline,28166949,,1482
OBJ7279029,28166969,Merguez chevaline,28166949,,1483
OBJ7279029,28166979,Viande de porc,28166949,,
OBJ7279029,28166989,AUTRES PRODUITS  A BASE DE VIANDE ET VOLAILLES,28166459,,1491
OBJ7279029,28166999,« knor » viandes,28166989,,1492
OBJ7279029,28167009,« knor » volailles,28166989,,
OBJ7279029,28167019,POISSONS,28164559,,
OBJ7279029,28167029,POISSONS FRAIS,28167019,,1511
OBJ7279029,28167039,Sardine,28167029,,1512
OBJ7279029,28167049,Maquereau,28167029,,1513
OBJ7279029,28167059,Rouget,28167029,,1514
OBJ7279029,28167069,Pageau,28167029,,1515
OBJ7279029,28167079,Mulet,28167029,,1516
OBJ7279029,28167089,""" Sbares""",28167029,,01517
OBJ7279029,28167099,loup de mer,28167029,,01518
OBJ7279029,28167109,daurade,28167029,,01519
OBJ7279029,28167119,Autres variétés de poisons frais,28167029,,
OBJ7279029,28167129,"POULPES, SEICHES ET CALAMAR",28167019,,1521
OBJ7279029,28167139,Poulpe frais,28167129,,1522
OBJ7279029,28167149,Seiche,28167129,,1523
OBJ7279029,28167159,Calamar,28167129,,
OBJ7279029,28167169,AUTRES PRODUITS DE MER,28167019,,1531
OBJ7279029,28167179,Escargot,28167169,,1532
OBJ7279029,28167189,Fruits de mer(écrevisse…),28167169,,1533
OBJ7279029,28167199,"Crustacés (chevrette, crevettes, langouste)",28167169,,1534
OBJ7279029,28167209,Poissons congelés,28167169,,
OBJ7279029,28167219,POISSON  SECHES,28167019,,1541
OBJ7279029,28167229,Poisons salés séchés,28167219,,1542
OBJ7279029,28167239,Poulpe séché,28167219,,
OBJ7279029,28167249,POISSON EN CONSERVE,28167019,,1551
OBJ7279029,28167259,Thon en conserve,28167249,,1552
OBJ7279029,28167269,Sardine en conserve,28167249,,1553
OBJ7279029,28167279,Onchoua,28167249,,1559
OBJ7279029,28167289,Autres poisons en conserve,28167249,,
OBJ7279029,28167299,"LAIT, PRODUITS LAITIERS ET OEUFS",28164559,,
OBJ7279029,28167309,LAIT FRAIS,28167299,,1601
OBJ7279029,28167319,Lait de vache frais ou caillé,28167309,,1602
OBJ7279029,28167329,Lait de chèvre frais ou caillé,28167309,,1603
OBJ7279029,28167339,Lait de brebis frais ou caillé,28167309,,1609
OBJ7279029,28167349,Lait frais sans indications (lait de chamelle…),28167309,,
OBJ7279029,28167359,PETIT LAIT FRAIS,28167299,,1611
OBJ7279029,28167369,Petit lait frais de vache (lben),28167359,,1612
OBJ7279029,28167379,Petit lait frais de chèvre (lben),28167359,,1613
OBJ7279029,28167389,Petit lait frais de brebis,28167359,,1614
OBJ7279029,28167399,Petit lait en berlingot,28167359,,1615
OBJ7279029,28167409,Lait caillé en berlingot,28167359,,1619
OBJ7279029,28167419,Petit lait frais sans indications,28167359,,
OBJ7279029,28167429,LAIT INDUSTRIEL,28167299,,1621
OBJ7279029,28167439,"Lait naturel entier stérilisé (en bouteille plastique ou en carton tetrabrik) exemple : (Délice, Beldi, Vitalait…)",28167429,,1622
OBJ7279029,28167449,Lait naturel demi-écrémé stérilisé,28167429,,1623
OBJ7279029,28167459,Lait naturel écrémé stérilisé (0% matière grace),28167429,,1624
OBJ7279029,28167469,Lait naturel stérilisé sans indications,28167429,,1625
OBJ7279029,28167479,Lait pasteurisé,28167429,,1626
OBJ7279029,28167489,Lait régénéré stérilisé,28167429,,1627
OBJ7279029,28167499,Lait aromatisé stérilisé,28167429,,1629
OBJ7279029,28167509,Lait industriel sans autres indications,28167429,,
OBJ7279029,28167519,LAIT CONCENTRE,28167299,,1631
OBJ7279029,28167529,Lait concentré sucré,28167519,,1632
OBJ7279029,28167539,Lait concentré non sucré,28167519,,1639
OBJ7279029,28167549,Lait concentré sans autres indications,28167519,,
OBJ7279029,28167559,LAIT EN POUDRE,28167299,,1641
OBJ7279029,28167569,Lait en poudre sucré,28167559,,1642
OBJ7279029,28167579,Lait en poudre non  sucré,28167559,,1649
OBJ7279029,28167589,Lait en poudre sans autres indications,28167559,,
OBJ7279029,28167599,YAOURT,28167299,,1651
OBJ7279029,28167609,Yaourt naturel,28167599,,1652
OBJ7279029,28167619,Yaourt aromatisé,28167599,,1653
OBJ7279029,28167629,Yaourt aux fruits,28167599,,1654
OBJ7279029,28167639,"Yaourt crème dessert (chocolat, flan, liégeoise…)",28167599,,1655
OBJ7279029,28167649,"Yaourt à boire (DAN-UP, NOV-UP, YOGO…)",28167599,,1656
OBJ7279029,28167659,"Autres types de Yaourt (petit suisse, jockey,,,)",28167599,,1657
OBJ7279029,28167669,Crème fraiche,28167599,,1659
OBJ7279029,28167679,Yaourt sans autres indications,28167599,,
OBJ7279029,28167689,FROMAGE,28167299,,1661
OBJ7279029,28167699,Fromage type Nestlé (morceau),28167689,,1662
OBJ7279029,28167709,Fromage type gruyère,28167689,,1663
OBJ7279029,28167719,Fromage type rouge,28167689,,1664
OBJ7279029,28167729,Fromage « gervais »,28167689,,1665
OBJ7279029,28167739,Rigouta,28167689,,1666
OBJ7279029,28167749,Jebna frais,28167689,,1667
OBJ7279029,28167759,Fromage râpé,28167689,,1669
OBJ7279029,28167769,Fromage sans indications,28167689,,
OBJ7279029,28167779,AUTRES PRODUITS LAITIERS,28167299,,1671
OBJ7279029,28167789,Beurre animal,28167779,,1672
OBJ7279029,28167799,"Beurre végétale (goldina, jedida…)",28167779,,1673
OBJ7279029,28167809,Smen,28167779,,1674
OBJ7279029,28167819,Crème légère,28167779,,1675
OBJ7279029,28167829,Crème chantilly,28167779,,1679
OBJ7279029,28167839,Autres produits laitiers,28167779,,
OBJ7279029,28167849,ŒUFS ET PRODUITS A BASE  D’OEUFS,28167299,,1691
OBJ7279029,28167859,Œufs,28167849,,1692
OBJ7279029,28167869,"Produits à base d’œufs (mayonnaise, moutarde…)",28167849,,
