dimension_id,KEY,NAME,parent_key,FULLNAME,C_UNIT,C_SOURCE,C_COMMENT,DESCRIPTION,C_DATE_OF_UPDATE,C_METHODOLOGY,ISCALCULATED,VISIBILITY
OBJ5156269,27862129,Nombre de la population résidente,,Nombre de la population résidente,,"Institut National de la Statistique, Recensement Général de la Population et de l'Habitat",,,13/04/2015 17:58:00,,,"1, 2"
