dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_OF_UPDATE,VISIBILITY,ISCALCULATED,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ4848119,27741179,Possession des TICs,,,Possession des TICs,,,03/05/2015 12:08:00,"1, 2",,,
