dimension_id,KEY,NAME,parent_key,C_UNIT_,ISCALCULATED,C_SOURCE,C_DATE_DE_MISE___JOUR,FULLNAME,DESCRIPTION,VISIBILITY,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ6959019,28007939,Répartition des chômeurs agés de 15 ans et plus selon le niveau d'instruction,,Nombre,,Institut National de la Statistique,,Répartition des chômeurs agés de 15 ans et plus selon le niveau d'instruction,,"1, 2",,
