dimension_id,KEY,NAME,parent_key,C_UNIT_,ISCALCULATED,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_DE_MISE___JOUR,VISIBILITY,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ6957229,27986509,Répartition de la population agée 15 ans et plus selon l'état matrimonial,,Nombre,,Répartition de la population agée de 15 ans et plus selon l'état matrimonial en 2014,,Institut National de la Statistique,,"1, 2",,
