dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_OF_UPDATE,VISIBILITY,ISCALCULATED,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ4847739,27741589,Caractéristiques des ménages,,,Caractéristiques des ménages,,,03/05/2015 12:41:00,"1, 2",,,
