dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,C_COMMENTAIRE,DESCRIPTION,C_DATE_DE_MISE___JOUR,C_M_THODOLOGIE,ISCALCULATED,VISIBILITY
OBJ5259599,27918559,Autres impôts nets de subvention sur la production,,,Autres impôts nets de subvention sur la production,,,05/04/2015 13:54:00,,,"1, 2"
OBJ5259599,27918569,Revenus de la propriété versés par les secteurs institutionnels,,,Revenus de la propriété versés par les secteurs institutionnels,,,05/04/2015 13:54:00,,,"1, 2"
OBJ5259599,27918579,Revenus de la propriété reçus par les secteurs institutionnels,,,Revenus de la propriété reçus par les secteurs institutionnels,,,05/04/2015 13:54:00,,,"1, 2"
OBJ5259599,27918589,Prestations sociales en espèces versées par les secteurs institutionnels,,,Prestations sociales en espèces versées par les secteurs institutionnels,,,05/04/2015 13:54:00,,,"1, 2"
OBJ5259599,27918599,Cotisations sociales reçus par les secteurs institutionnels,,,Cotisations sociales reçus par les secteurs institutionnels,,,05/04/2015 13:54:00,,,"1, 2"
