dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_OF_UPDATE,VISIBILITY,ISCALCULATED,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ4847829,27740979,Possession des moyens de transport,,,Possession des moyens de transport,,,03/05/2015 12:03:00,"1, 2",,,
