dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ4847689,27740789,Total,,,,,
OBJ4847689,27740739,Gaz et électricité comme source d'énergie pour chauffer le logement,,,,,
OBJ4847689,27740749,Pétrole bleu comme source d'énergie pour chauffer le logement,,,,,
OBJ4847689,27740759,Charbon et bois comme source d'énergie pour chauffer le logement,,,,,
OBJ4847689,27740769,Aucune utilisation d'énergie pour chauffer le logement,,,,,
OBJ4847689,27740779,Source non déclaré d'énergie pour chauffer le logement,,,,,
