dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ4848039,27741409,Total,,,var 107,,
OBJ4848039,27741379,Communal,,,var 107,,
OBJ4848039,27741399,Non-Communal,,,var 107,,
