dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_NOMENCLATURE,ISCALCULATED,C_CODE
OBJ4847939,27740509,Total,,,,,
OBJ4847939,27740479,Possède une radio ou un lecteur de musique,,,,,
OBJ4847939,27740489,Ne possède pas une radio ou un lecteur de musique,,,,,
OBJ4847939,27740499,Possession d'un moyen de loisir ou de confort non déclaré: Radio ou lecteur musique,,,,,
