dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_OF_UPDATE,VISIBILITY,ISCALCULATED,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ4848029,27741579,Accès des ménages aux sources d'eau et d'éclairage,,,Accès des ménages aux sources d'eau et d'éclairage,,,03/05/2015 12:39:00,"1, 2",,,
