dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_CODE,C_VISIBILIT_
OBJ10027459,28528259,Total,,,T,False
OBJ10027459,28528269,Célibataire,,,S,False
OBJ10027459,28528279,Marié(e),,,M,False
OBJ10027459,28528289,Divorcé(e),,,D,False
OBJ10027459,28528299,Veuf(ve),,,W,False
OBJ10027459,28528309,Non célibataire,,,NS,False
