dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,ISCALCULATED
OBJ5259359,27916759,Prix courants en million de dinars,,,
OBJ5259359,27916769,Évolution en pourcentage au prix courant,,,
OBJ5259359,27916779,Prix constants de l'année précédente en million de dinars,,,
OBJ5259359,27916789,Évolution en pourcentage au prix constants de l'année précédente,,,
