dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,ISCALCULATED,DESCRIPTION,C_COMMENTAIRE,C_SOURCE,C_M_THODOLOGIE,VISIBILITY,C_DATE_DE_MISE___JOUR
OBJ5156609,27868249,Caractéristique des logement,,Nombre,Caractéristique des logement,,,,"Institut National de la Statistique, Recensement Général de la population et de l'Habitat 2014",,"1, 2",15/04/2015 06:22:12
