dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_DESCRIPTION,C_CODER,C_NOMENCLATURE
OBJ5052869,27798319,Total,,,,Var 208,
OBJ5052869,27798329,Raccordé au STEG,,,,Var 208,
OBJ5052869,27798339,Non raccordé au STEG,,,,Var 208,
OBJ5052869,27798349,Raccordement au STEG non déclaré,,,,Var 208,
