dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODE,C_NOMENCLATURE,ISCALCULATED
OBJ4847959,27740649,Total,,,,,
OBJ4847959,27740619,Possède une parabole,,,,,
OBJ4847959,27740629,Ne possède pas une parabole,,,,,
OBJ4847959,27740639,Possession d'un moyen de confort ou de loisir non déclaré : Parabole,,,,,
