dimension_id,KEY,NAME,parent_key,ISO,ISCALCULATED
RDS_DICT_REGIONS_NSO,27682399,HmaÏem,1454,,
RDS_DICT_REGIONS_NSO,27682409,El Bassatine,1454,,
RDS_DICT_REGIONS_NSO,27682419,Mornaguia Nord,1454,,
RDS_DICT_REGIONS_NSO,1455,Délégation de Borj Amri,14,,
RDS_DICT_REGIONS_NSO,27682429,Borj El Amri,1455,,
RDS_DICT_REGIONS_NSO,27682439,Menzel Habib,1455,,
RDS_DICT_REGIONS_NSO,27682449,Borj Ennour,1455,,
RDS_DICT_REGIONS_NSO,27682459,El Moussadine,1455,,
RDS_DICT_REGIONS_NSO,1456,Délégation de Djedeida,14,,
RDS_DICT_REGIONS_NSO,27682469,Djedaïda,1456,,
RDS_DICT_REGIONS_NSO,27682479,Djedaïda Hached,1456,,
RDS_DICT_REGIONS_NSO,27682489,Chaouat,1456,,
RDS_DICT_REGIONS_NSO,27682499,El Mansoura,1456,,
RDS_DICT_REGIONS_NSO,27682509,Ez - Zahra,1456,,
RDS_DICT_REGIONS_NSO,27682519,El Habibia,1456,,
RDS_DICT_REGIONS_NSO,1457,Délégation de Tebourba,14,,
RDS_DICT_REGIONS_NSO,27682529,Tebourba,1457,,
RDS_DICT_REGIONS_NSO,27682539,El Ansarine,1457,,
RDS_DICT_REGIONS_NSO,27682549,Edkhila,1457,,
RDS_DICT_REGIONS_NSO,27682559,El Mellaha,1457,,
RDS_DICT_REGIONS_NSO,27682569,Banlieue de Tebourba,1457,,
RDS_DICT_REGIONS_NSO,27682579,Er - Raja,1457,,
RDS_DICT_REGIONS_NSO,27682589,Ech - Chouigui,1457,,
RDS_DICT_REGIONS_NSO,1458,Délégation de El Battane,14,,
RDS_DICT_REGIONS_NSO,27682599,El Battane,1458,,
RDS_DICT_REGIONS_NSO,27682609,Borj Ettoumi,1458,,
