dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ4847759,27741659,Total,,,var 302,,
OBJ4847759,27741639,Collectif,,,var 302,,
OBJ4847759,27741629,Ordinaire,,,var 302,,
OBJ4847759,27741649,Non déclaré,,,var 302,,
