dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,C_SOURCE,DESCRIPTION,C_DATE_OF_UPDATE,ISCALCULATED,VISIBILITY,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ5049499,27747739,Equipement en électroménager,,,Equipement en électroménager,,,03/12/2015 18:52:00,,"1, 2",,
