dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_CODE,C_VISIBILIT_
OBJ9105659,28316649,Total,,,T,False
OBJ9105659,28316659,Célibataire,,,S,False
OBJ9105659,28316669,Marié(e),,,M,False
OBJ9105659,28316679,Divorcé(e),,,D,False
OBJ9105659,28316699,Veuf(ve),,,W,False
