dimension_id,KEY,NAME,parent_key,FULLNAME,C_COMMENTAIRE,DESCRIPTION,C_DATE_DE_MISE___JOUR,C_M_THODOLOGIE,VISIBILITY,ISCALCULATED
OBJ5259169,27917249,Formation Brute de Capital Fixe,,Formation Brute de Capital Fixe,,,25/04/2015 09:25:43,,"1, 2",
OBJ5259169,27917259,Formation Brute de Capital Fixe des administration publiques,,Formation Brute de Capital Fixe des administration publiques,,,25/04/2015 09:25:43,,"1, 2",
