dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_NOMENCLATURE,ISCALCULATED
OBJ5259609,27918489,Sociétés non financières,,,,
OBJ5259609,27918499,Sociétés financières,,,,
OBJ5259609,27918509,Administrations publiques,,,,
OBJ5259609,27918519,Ménages,,,,
OBJ5259609,27918529,Economie Totale,,,,
OBJ5259609,27918539,Reste du monde,,,,
OBJ5259609,27918549,Total,,,,
