dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,DESCRIPTION,C_SOURCE,ISCALCULATED,VISIBILITY,C_COMMENTAIRE,C_DATE_DE_MISE___JOUR,C_M_THODOLOGIE
OBJ5261439,27926289,Comptes des sociétés non financières,,,Comptes des sociétés non financières,,,,"1, 2",,29/04/2015 09:42:44,
