dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_DESCRIPTION,C_CODER,C_NOMENCLATURE
OBJ5156619,27868259,Total,,,,Var 107,
OBJ5156619,27868269,Communal,,,,Var 107,
OBJ5156619,27868279,Non communal,,,,Var 107,
