dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODE,C_NOMENCLATURE,ISCALCULATED
OBJ5049509,27747769,Total,,,,,
OBJ5049509,27747749,Communal,,,,,
OBJ5049509,27747759,Rural,,,,,
