dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ5156279,27862139,Total,,,Var 107,,
OBJ5156279,27862149,Communal,,,Var 107,,
OBJ5156279,27862159,Non communal,,,Var 107,,
