dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ4847669,27740469,Total,,,,,
OBJ4847669,27740419,Gaz et électricité comme source d'énergie pour cuisiner,,,,,
OBJ4847669,27740429,Pétrole bleu comme source d'énergie pour cuisiner,,,,,
OBJ4847669,27740439,Charbon et bois comme source d'énergie pour cuisiner,,,,,
OBJ4847669,27740449,Auncune utilisation d'énergie pour cuisiner,,,,,
OBJ4847669,27740459,Source d'énergie pour cuisiner non déclaré,,,,,
