dimension_id,KEY,NAME,parent_key,C_UNIT_,FULLNAME,C_COMMENTAIRE,DESCRIPTION,C_DATE_DE_MISE___JOUR,C_M_THODOLOGIE,VISIBILITY,ISCALCULATED
OBJ5259519,27918469,Rémunération des salariés,,,Rémunération des salariés,,,05/04/2015 13:54:00,,"1, 2",
OBJ5259519,27918479,Impôts indirectes nets de subventions sur la production,,,Impôts indirectes nets de subventions sur la production,,,05/04/2015 13:54:00,,"1, 2",
