dimension_id,KEY,NAME,parent_key,C_UNIT_,ISCALCULATED,FULLNAME,DESCRIPTION,C_SOURCE,C_DATE_DE_MISE___JOUR,C_COMMENTAIRE,C_M_THODOLOGIE
OBJ6958899,28007659,Répartition des  chômeurs agés de 15 ans et plus selon les tranches d'âge,,Nombre,,Répartition des  chômeurs agés de 15 ans et plus selon les tranches d'âge en 2014,,Institut National de la Statistique,,,
