dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ4848049,27741459,Total,,,var 303,,
OBJ4848049,27741419,Eau de robinet,,,var 303,,
OBJ4848049,27741429,Source d'eau privée,,,var 303,,
OBJ4848049,27741439,Source d'eau publique,,,var 303,,
OBJ4848049,27741449,Source d'eau non équipée,,,var 303,,
