dimension_id,KEY,NAME,parent_key,FULLNAME,C_COMMENTAIRE,DESCRIPTION,C_DATE_DE_MISE___JOUR,C_M_THODOLOGIE,VISIBILITY,ISCALCULATED
OBJ5258919,27916429,Sociétés non financières,,Avaleurs ajoutées des Sociétés non financières,,,25/04/2015 08:27:08,,"1, 2",
OBJ5258919,27916439,Sociétés financières,,Avaleurs ajoutées des Sociétés financières,,,25/04/2015 08:27:08,,"1, 2",
OBJ5258919,27916449,Administrations publiques,,Avaleurs ajoutées des Administrations publiques,,,25/04/2015 08:27:08,,"1, 2",
OBJ5258919,27916459,Ménages,,Avaleurs ajoutées des Ménages,,,25/04/2015 08:27:08,,"1, 2",
OBJ5258919,27916469,Total des secteurs institutionnels résidents,,Avaleurs ajoutées des Total des secteurs institutionnels résidents,,,25/04/2015 08:27:08,,"1, 2",
OBJ5258919,27924079,Reste du monde,,Reste du monde,,,,,"1, 2",
OBJ5258919,27924089,Total,,Total,,,,,"1, 2",
