dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_NOMENCLATURE,ISCALCULATED
OBJ5258269,27872089,Total,,,,
OBJ5258269,27872099,6-9,,,,
OBJ5258269,27872109,10-14,,,,
