dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_DESCRIPTION,C_CODER,C_NOMENCLATURE
OBJ5156639,27868359,Total,,,,Var 206,
OBJ5156639,27868369,1 pièce,,,,Var 206,
OBJ5156639,27868379,2 pièces,,,,Var 206,
OBJ5156639,27868389,3 pièces,,,,Var 206,
OBJ5156639,27868399,4 pièces,,,,Var 206,
OBJ5156639,27868409,5 pièces et +,,,,Var 206,
