dimension_id,KEY,NAME,parent_key,C_DESCRIPTION,C_CODER,C_NOMENCLATURE,ISCALCULATED
OBJ4848169,27741369,Total,,,,,
OBJ4848169,27741339,Aucun téléphone portable,,,,,
OBJ4848169,27741349,Au moins un téléphone portable,,,,,
OBJ4848169,27741359,Possession des TIC non déclaré : Téléphone portable,,,,,
