dimension_id,KEY,NAME,parent_key,ISCALCULATED,C_CODE,C_VISIBILIT_
OBJ9106839,28315189,Total,,,T,False
OBJ9106839,28315199,Homme,,,H,False
OBJ9106839,28315209,Femme,,,F,False
