source_id,source_name,dimension_id,dimension_name,element_key,element_name
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524849,Total légumes frais
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524859,Tomates
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524869,Piments
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524879,Oignons secs & verts
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524889,Carottes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524899,Navets
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524909,Radis
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524919,Fenouils
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524929,Choux
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524939,Choux-fleurs
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524949,"Persils, Celeris"
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524959,"Blettes, épinards"
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524969,Salades (letus)
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524979,Cardons
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524989,Artichauts
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27524999,Fèves vertes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525009,Petits pois verts
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525019,Courges
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525029,Courgettes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525039,Concombres
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525049,Ails
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525059,"Melons, pasteques"
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525069,Autres  légumes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525079,Evolution de la production des légumineuses
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525089,Fèves et  Fèveroles
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525099,Petits pois et  Pois Chiches
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525109,"Total fruits y compris jardins familiaux (excluant raisins, olives et dattes)"
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525119,Pommes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525129,Poires
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525139,Pêches
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525149,Abricots
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525159,Cerises
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525169,Prunes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525179,Amandes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525189,Figues
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525199,Fraises
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525209,Grenades
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525219,Nèfles et Cerises
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525229,Coings
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525239,Autres fruits
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525249,Total agrumes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525259,Oranges
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525269,Mandarines
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525279,"Tangerines, Clémentines"
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525289,"Citrons, Citrons verts"
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525309,"Autres agrumes, n.d.a."
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525319,Total raisins
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525329,Raisins de table Pour la table
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525339,Raisins de cuve Pour jus et vinification
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525349,Total olives
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525359,Olives de table
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525369,Olives à huile
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525379,Total Dattes
C_NSO,Socio-économique,RDS_DICT_INDICATORS_NSO,Indicateurs,27525389,Production brutes de palmier par variétés et par années de récolte
