dimension_id,dimension_name,element_key,element_name
OBJ5156629,Type de logement			,27868289,Total
OBJ5156629,Type de logement			,27868299,Logement traditionnel et equivalent
OBJ5156629,Type de logement			,27868309,Logement ou étage jumelé
OBJ5156629,Type de logement			,27868319,Villa ou étage villa
OBJ5156629,Type de logement			,27868329,Appartement
OBJ5156629,Type de logement			,27868339,Studio
OBJ5156629,Type de logement			,27868349,Logement rudimentaire
