dimension_id,dimension_name,element_key,element_name
OBJ10027449,Groupe d'âge,28528369,Total
OBJ10027449,Groupe d'âge,28528409,15 ans et plus
OBJ10027449,Groupe d'âge,28528419,15-17 ans
OBJ10027449,Groupe d'âge,28528429,15-19 ans
OBJ10027449,Groupe d'âge,28629519,15-24 ans
OBJ10027449,Groupe d'âge,28729689,15-49 ans
OBJ10027449,Groupe d'âge,28528439,Moins de 18 ans
OBJ10027449,Groupe d'âge,28528449,18-24 ans
OBJ10027449,Groupe d'âge,28729579,18-19
OBJ10027449,Groupe d'âge,28528459,20-24 ans
OBJ10027449,Groupe d'âge,28529509,20-29 ans
OBJ10027449,Groupe d'âge,28528479,25-34 ans
OBJ10027449,Groupe d'âge,28528489,25-29 ans
OBJ10027449,Groupe d'âge,28528499,30-39 ans
OBJ10027449,Groupe d'âge,28528509,30-34 ans
OBJ10027449,Groupe d'âge,28528519,35-44 ans
OBJ10027449,Groupe d'âge,28528529,35-39 ans
OBJ10027449,Groupe d'âge,28528539,40-49 ans
OBJ10027449,Groupe d'âge,28528549,40-44 ans
OBJ10027449,Groupe d'âge,28528559,45-49 ans
OBJ10027449,Groupe d'âge,28528569,45-59 ans
OBJ10027449,Groupe d'âge,28528579,50-59 ans
OBJ10027449,Groupe d'âge,28528589,50-54 ans
OBJ10027449,Groupe d'âge,28528599,55-59 ans
OBJ10027449,Groupe d'âge,28528609,60 ans et plus
OBJ10027449,Groupe d'âge,28528619,60-74 ans
OBJ10027449,Groupe d'âge,28528629,60-64 ans
OBJ10027449,Groupe d'âge,28528639,65-69 ans
OBJ10027449,Groupe d'âge,28528649,70 ans et plus
OBJ10027449,Groupe d'âge,28528669,75 ans et plus
OBJ10027449,Groupe d'âge,28528699,Non déclaré
