dimension_id,dimension_name,element_key,element_name
OBJ4847679,Source d'énergie pour chauffer l'eau,27740569,Total
OBJ4847679,Source d'énergie pour chauffer l'eau,27740519,Gaz et électricité comme source d'énergie pour chuaffer de l'eau
OBJ4847679,Source d'énergie pour chauffer l'eau,27740529,Pétrole bleu comme source d'énergie pour chauffer de l'eau
OBJ4847679,Source d'énergie pour chauffer l'eau,27740539,Charbon et bois comme source d'énergie pour chauffer de l'eau
OBJ4847679,Source d'énergie pour chauffer l'eau,27740549,Auncune utilisation d'une source d'énergie pour chauffer de l'eau
OBJ4847679,Source d'énergie pour chauffer l'eau,27740559,Source d'énergie pour chauffer l'eau non déclaré
