dimension_id,dimension_name,element_key,element_name
OBJ4848049,Principale source d'eau	,27741459,Total
OBJ4848049,Principale source d'eau	,27741419,Eau de robinet
OBJ4848049,Principale source d'eau	,27741429,Source d'eau privée
OBJ4848049,Principale source d'eau	,27741439,Source d'eau publique
OBJ4848049,Principale source d'eau	,27741449,Source d'eau non équipée
