dimension_id,dimension_name,element_key,element_name
OBJ5259679,Indicateur,27918609,Impôts indirects nets de subvention sur les produits
OBJ5259679,Indicateur,27918669,Impôts sur les produits
OBJ5259679,Indicateur,27918619,TVA non déductible
OBJ5259679,Indicateur,27918629,Droits et impôts sur les importations
OBJ5259679,Indicateur,27918639,Autres impôts sur les produits
OBJ5259679,Indicateur,27918649,Subventions sur les produits
OBJ5259679,Indicateur,27918659,Impôts nets des subventions sur les produits
OBJ5259679,Indicateur,27918679,Transferts sociaux en nature
OBJ5259679,Indicateur,27918689,Ressources
OBJ5259679,Indicateur,27918699,Transferts sociaux en nature (R)
OBJ5259679,Indicateur,27918709,Prestations sociales en nature (Ménages)
OBJ5259679,Indicateur,27918719,Transferts des biens et des services individuels non marchands (Ménages)
OBJ5259679,Indicateur,27918729,Emplois
OBJ5259679,Indicateur,27918739,Transferts sociaux en nature (E)
OBJ5259679,Indicateur,27918749,Prestations sociales en nature (Administration Publique)
OBJ5259679,Indicateur,27918759,Transferts des biens et des services individuels non marchands (Administration Publique)
OBJ5259679,Indicateur,27918769,Transferts des biens et des services individuels non marchands (Ménages) (R)
