dimension_id,dimension_name,element_key,element_name
OBJ4847779,Nombre de pièces utilisées		,27741759,Total
OBJ4847779,Nombre de pièces utilisées		,27741709,Une pièce
OBJ4847779,Nombre de pièces utilisées		,27741719,Deux pièces
OBJ4847779,Nombre de pièces utilisées		,27741729,Trois pièces
OBJ4847779,Nombre de pièces utilisées		,27741739,Quatre pièces
OBJ4847779,Nombre de pièces utilisées		,27741749,Cinq pièces ou plus
OBJ4847779,Nombre de pièces utilisées		,27741769,Non déclaré
