dimension_id,dimension_name,element_key,element_name
OBJ6962379,Indicateurs,28043789,Nombre de Logements
OBJ6962379,Indicateurs,28043799,Distance séparant le Logement  du plus proche jardin d'enfant ou koutteb
OBJ6962379,Indicateurs,28043809,Moins de 1 Km
OBJ6962379,Indicateurs,28043819,Entre 1 et 2 Km
OBJ6962379,Indicateurs,28043829,Plus de 2 Km
OBJ6962379,Indicateurs,28043839,Distance séparant le logement de l'école primaire la plus proche
OBJ6962379,Indicateurs,28043849,Moins de 1 Km
OBJ6962379,Indicateurs,28043859,Entre 1 et 2 Km
OBJ6962379,Indicateurs,28043869,Plus de 2 Km
