dimension_id,dimension_name,element_key,element_name
OBJ5259179,Domaine,27917269,Agriculture et pêche
OBJ5259179,Domaine,27917279,Industries manufacturières
OBJ5259179,Domaine,27917289,Industries Agro-alimentaires
OBJ5259179,Domaine,27917299,Industrie du Tabac
OBJ5259179,Domaine,27917309,"Textile, Habillement et cuir"
OBJ5259179,Domaine,27917319,Industries diverses
OBJ5259179,Domaine,27917329,Raffinage de pétrole
OBJ5259179,Domaine,27917339,Industries chimiques
OBJ5259179,Domaine,27917349,"Materiaux de construction, céramique et verre"
OBJ5259179,Domaine,27917359,Industries mécaniques et éléctriques
OBJ5259179,Domaine,27917369,Industries non manufacturières
OBJ5259179,Domaine,27917379,Extraction de pétrole  et gaz naturel
OBJ5259179,Domaine,27917389,Mines
OBJ5259179,Domaine,27917399,Electricité et Gaz
OBJ5259179,Domaine,27917409,Eau
OBJ5259179,Domaine,27917419,Bâtiment et génie civil
OBJ5259179,Domaine,27917429,Activités de services marchands
OBJ5259179,Domaine,27917439,Entretien et réparation
OBJ5259179,Domaine,27917449,Commerce
OBJ5259179,Domaine,27917459,Services d'hôtellerie et de restauration
OBJ5259179,Domaine,27917469,Transports
OBJ5259179,Domaine,27917479,Poste et télécommunication
OBJ5259179,Domaine,27917489,Services financiers
OBJ5259179,Domaine,27917499,Autres Services marchands
OBJ5259179,Domaine,27917509,dont logement
OBJ5259179,Domaine,27917519,Equipements collectifs des administrations publiques
OBJ5259179,Domaine,27917529,Education et formation
OBJ5259179,Domaine,27917539,Santé
OBJ5259179,Domaine,27917549,Assainissement
OBJ5259179,Domaine,27917559,Urbanisme
OBJ5259179,Domaine,27917569,Social et culturel
OBJ5259179,Domaine,27917579,Services administratifs divers
OBJ5259179,Domaine,27917589,Total
