dimension_id,dimension_name,element_key,element_name
OBJ7279029,Produits,28164559,PRODUITS ALIMENTAIRES ET BOISSONS NON ALCOOLISEES
OBJ7279029,Produits,28164569,CEREALES
OBJ7279029,Produits,28164579,BLE DUR ET DERIVES
OBJ7279029,Produits,28164589,Blé dur en grain
OBJ7279029,Produits,28164599,Borghol
OBJ7279029,Produits,28164609,Semoule industriel en paquet
OBJ7279029,Produits,28164619,Semoule industrielle
OBJ7279029,Produits,28164629,Couscous industriel en paquet
OBJ7279029,Produits,28164639,Couscous industriel en vrac
OBJ7279029,Produits,28164649,M’hames industriel
OBJ7279029,Produits,28164659,Pâte  alimentaire en paquet
OBJ7279029,Produits,28164669,Pâte  alimentaire en vrac
OBJ7279029,Produits,28164679,Pain à base de semoule
OBJ7279029,Produits,28164689,Pain à base de son blé dur
OBJ7279029,Produits,28164699,Autres produits à base de blé dur
OBJ7279029,Produits,28164709,BLE TENDRE ET DERIVES
OBJ7279029,Produits,28164719,Blé tendre en grain
OBJ7279029,Produits,28164729,Farine de blé tendre industrielle en paquet
OBJ7279029,Produits,28164739,Farine de blé tendre industrielle en vrac
OBJ7279029,Produits,28164749,Gros pain de boulangerie
OBJ7279029,Produits,28164759,Baguette de boulangerie ou assimilé
OBJ7279029,Produits,28164769,Pain «grillé » (Bochmat)
OBJ7279029,Produits,28164779,Autre pain à base de farine (pain mbassès ; pain brioche…)
OBJ7279029,Produits,28164789,Autres produits à base de blé tendre
OBJ7279029,Produits,28164799,ORGE ET DERIVES
OBJ7279029,Produits,28164809,ORGE EN GRAIN
OBJ7279029,Produits,28164819,Semoule d’orge en paquet
OBJ7279029,Produits,28164829,Semoule d’orge en vrac
OBJ7279029,Produits,28164839,Pain d’orge
OBJ7279029,Produits,28164849,Autres produits à base d’orge
OBJ7279029,Produits,28164859,AUTRES CEREALES
OBJ7279029,Produits,28164869,Riz en grain ; en paquet
OBJ7279029,Produits,28164879,Riz en grain ; en vrac
OBJ7279029,Produits,28164889,Sorgho en grain
OBJ7279029,Produits,28164899,Maïs en grains
OBJ7279029,Produits,28164909,Farine de sorgho
OBJ7279029,Produits,28164919,Amidon
OBJ7279029,Produits,28164929,Mélange farine et semoule
OBJ7279029,Produits,28164939,Autres céréales transformées
