dimension_id,dimension_name,element_key,element_name
OBJ6958929,Tranche d'âge,28007729,Population au chomage agée 15 ans et plus
OBJ6958929,Tranche d'âge,28007739,15-19 ans
OBJ6958929,Tranche d'âge,28007749,20-24 ans
OBJ6958929,Tranche d'âge,28007759,25-29 ans
OBJ6958929,Tranche d'âge,28007769,30-34 ans
OBJ6958929,Tranche d'âge,28007779,35-39 ans
OBJ6958929,Tranche d'âge,28007789,40-44 ans
OBJ6958929,Tranche d'âge,28007799,45-49 ans
OBJ6958929,Tranche d'âge,28007809,50-59 ans
OBJ6958929,Tranche d'âge,28007819,60+ ans
