dimension_id,dimension_name,element_key,element_name
OBJ5263029,Valeur,27932329,Aux prix courants en million de dinars
OBJ5263029,Valeur,27932379,Glissement annuels (T/T-4) aux prix courants
OBJ5263029,Valeur,27932389,Variations trimestrielles (T/T-1) aux prix courants
OBJ5263029,Valeur,27932339,Aux prix de l'année 2010 en million de dinars
OBJ5263029,Valeur,27932349,Glissement annuels (T/T-4) aux prix de l'année 2010
OBJ5263029,Valeur,27932359,Variations trimestrielles (T/T-1) aux prix de l'année 2010
OBJ5263029,Valeur,27932369,Glissement annuel (T/T-4) aux prix de l'année précédente
OBJ5263029,Valeur,27932399,Variations trimestrielles (T/T-1) aux prix de l'année précédente
