dimension_id,dimension_name,element_key,element_name
OBJ6943089,Tranche d'âge,27968549,Total
OBJ6943089,Tranche d'âge,27968559,0-4 ans
OBJ6943089,Tranche d'âge,27968569,5-9 ans
OBJ6943089,Tranche d'âge,27968579,10-14 ans
OBJ6943089,Tranche d'âge,27968589,15-19 ans
OBJ6943089,Tranche d'âge,27968599,20-24 ans
OBJ6943089,Tranche d'âge,27968609,25-29 ans
OBJ6943089,Tranche d'âge,27968619,30-34 ans
OBJ6943089,Tranche d'âge,27968629,35-39 ans
OBJ6943089,Tranche d'âge,27968639,40-44 ans
OBJ6943089,Tranche d'âge,27968649,45-49 ans
OBJ6943089,Tranche d'âge,27968659,50-54 ans
OBJ6943089,Tranche d'âge,27968669,55-59 ans
OBJ6943089,Tranche d'âge,27968679,60-64 ans
OBJ6943089,Tranche d'âge,27968689,65-69 ans
OBJ6943089,Tranche d'âge,27968699,70-74 ans
OBJ6943089,Tranche d'âge,27968709,75-79 ans
OBJ6943089,Tranche d'âge,27968719,80 ans & +
