dimension_id,dimension_name,element_key,element_name
OBJ4847949,Télévision,27740609,Total
OBJ4847949,Télévision,27740579,Possède une télévision
OBJ4847949,Télévision,27740589,Ne possède pas une télévision
OBJ4847949,Télévision,27740599,Possession d'un moyen de confort ou de loisir non déclaré :  Télévision
