dimension_id,dimension_name,element_key,element_name
OBJ11288499,Indicateur,28757919,Produit National Brut et Revenu National
OBJ11288499,Indicateur,28757929,PIB aux prix du marché
OBJ11288499,Indicateur,28757939,Revenues des facteurs reçus de l'extérieur nets
OBJ11288499,Indicateur,28757949,Revenu National
OBJ11288499,Indicateur,28757959,Autres transferts courants extérieurs nets
OBJ11288499,Indicateur,28757969,RNDB (Revenu National Disponible Brut)
OBJ11288499,Indicateur,28757979,Sociétés non financières
OBJ11288499,Indicateur,28757989,Institutions financières
OBJ11288499,Indicateur,28757999,Administration Publique
OBJ11288499,Indicateur,28758009,Ménages
OBJ11288499,Indicateur,28758019,Amortissements
OBJ11288499,Indicateur,28758029,Revenu National Net
OBJ11288499,Indicateur,28758039,Revenu National Disponible
OBJ11288499,Indicateur,28758049,Consommation et épargne
OBJ11288499,Indicateur,28758059,RNDB
OBJ11288499,Indicateur,28758069,Consommation Finale
OBJ11288499,Indicateur,28758079,Epargne Nationale ( Brute )
OBJ11288499,Indicateur,28758089,Sociétés non financières
OBJ11288499,Indicateur,28758099,Institutions financières
OBJ11288499,Indicateur,28758109,Administration publique
OBJ11288499,Indicateur,28758119,Ménages
OBJ11288499,Indicateur,28758129,Investissement et financement
OBJ11288499,Indicateur,28758139,Épargne national (Brute)
OBJ11288499,Indicateur,28758149,Transferts en capital extérieur nets
OBJ11288499,Indicateur,28758159,Formation Brute du Capital
OBJ11288499,Indicateur,28758169,Formation Brute du Capital Fixe
OBJ11288499,Indicateur,28758179,Sociétés non financières
OBJ11288499,Indicateur,28758189,Institutions financières
OBJ11288499,Indicateur,28758199,Administration publique
OBJ11288499,Indicateur,28758209,Ménages
OBJ11288499,Indicateur,28758219,Variations des stocks ( en moins )
OBJ11288499,Indicateur,28758229,Capacité(+) ou Besoin(-) de Financement
OBJ11288499,Indicateur,28758239,Sociétés non financières
OBJ11288499,Indicateur,28758249,Institutions financières
OBJ11288499,Indicateur,28758259,Administration publique
OBJ11288499,Indicateur,28758269,Ménages
OBJ11288499,Indicateur,28758279,Créances et dettes
OBJ11288499,Indicateur,28758289,Variation des créances sur l'Extérieur
OBJ11288499,Indicateur,28758299,Variation des dettes vis-à-vis de l'Extérieur
OBJ11288499,Indicateur,28758309,Solde des créances et dettes
OBJ11288499,Indicateur,28758319,Soiétés non finanières
OBJ11288499,Indicateur,28758329,Institutions finanières
OBJ11288499,Indicateur,28758339,Administration Publique
OBJ11288499,Indicateur,28758349,Ménages
OBJ11288499,Indicateur,28758359,Ajustement
